Customer_ID,Date,Month,Quarter,Review_Text,Star_Rating,CSAT_Score,DSAT_Score,NPS_Score,NPS_Category,Department,Product_Name,Product_Category,Issue_Type,Region,Channel,Agent_Name,Resolution_Status,Resolution_Time_Hours,Follow_Up_Required,Repeat_Customer,Purchase_Value_INR,Escalated
CUST_10254,2023-12-19,December,Q4,Very satisfied with entire process from ordering to delivery. Exactly what I needed.,5,1,0,6,Detractor,Payment & Billing,Headphones,Home Appliances,None,Pune,Mobile App,Agent_Neha,Refund Processed,78,No,Yes,71220.47,No
CUST_10255,2024-12-11,December,Q4,Extremely poor after sales service. Technician visited twice still could not fix issue.,5,1,0,0,Detractor,Product Quality,Headphones,Mobile & Accessories,None,Pune,Live Chat,Agent_Sneha,Resolved,96,No,No,71545.12,No
CUST_10256,2023-11-15,November,Q4,Billing issue has not been resolved for 2 months. No one from team is responding.,5,1,0,4,Detractor,After Sales Service,Washing Machine,Computing,None,Delhi,Website,Agent_Sneha,Pending,39,No,No,146145.8,No
CUST_10257,2023-07-12,July,Q3,Delivery was on time but packaging could be better. Product works as expected.,5,1,0,1,Detractor,Returns & Refunds,Smart Watch,Mobile & Accessories,None,Pune,Mobile App,Agent_Neha,Refund Processed,112,Yes,Yes,56399.58,No
CUST_10258,2023-05-19,May,Q2,Nothing special about this product. Does what it says but lacks premium feel.,5,1,0,3,Detractor,Product Quality,Camera,Mobile & Accessories,None,Bangalore,Phone Call,Agent_Sneha,Resolved,32,No,Yes,5444.12,No
CUST_10259,2024-06-01,June,Q2,Okay experience overall. Some minor issues at start but sorted out eventually.,4,1,0,5,Detractor,Delivery & Shipping,Headphones,Home Appliances,None,Mumbai,Phone Call,Agent_Pooja,Closed - No Action,77,No,No,67192.46,No
CUST_10260,2024-12-06,December,Q4,Very rude customer service agent. Did not listen to my problem. Will never buy again.,5,1,0,10,Promoter,Payment & Billing,Mobile Phone,Home Appliances,None,Mumbai,Social Media,Agent_Rahul,Pending,110,Yes,Yes,86052.58,No
CUST_10261,2024-10-29,October,Q4,Mixed experience. Product is good but delivery tracking system needs improvement.,5,1,0,4,Detractor,Product Quality,Headphones,Audio & Video,None,Mumbai,Social Media,Agent_Amit,Replacement Sent,23,Yes,Yes,90370.72,No
CUST_10262,2024-12-30,December,Q4,Billing issue has not been resolved for 2 months. No one from team is responding.,5,1,0,9,Promoter,Sales,Washing Machine,Electronics,None,Pune,Website,Agent_Pooja,Closed - No Action,33,No,No,33122.25,No
CUST_10263,2024-01-19,January,Q1,Perfect condition arrived on time. Very pleased with the purchase and service.,1,0,1,4,Detractor,Payment & Billing,Camera,Mobile & Accessories,Late delivery,Kolkata,Mobile App,Agent_Priya,Closed - No Action,44,No,First Time,148259.96,No
CUST_10264,2023-11-02,November,Q4,Poor quality product does not match description at all. Return process very difficult.,5,1,0,10,Promoter,Customer Support,Refrigerator,Computing,None,Chennai,Email,Agent_Divya,Closed - No Action,85,Yes,Yes,48278.07,No
CUST_10265,2024-03-04,March,Q1,Very rude customer service agent. Did not listen to my problem. Will never buy again.,5,1,0,10,Promoter,Sales,Headphones,Mobile & Accessories,None,Mumbai,In Store Visit,Agent_Divya,Pending,44,No,Yes,109119.21,No
CUST_10266,2024-11-04,November,Q4,Completely dissatisfied. Delivery was delayed by two weeks. Poor communication.,4,1,0,10,Promoter,Customer Support,Camera,Mobile & Accessories,None,Kolkata,Email,Agent_Neha,Pending,95,Yes,First Time,39168.45,No
CUST_10267,2023-12-30,December,Q4,Average quality product. Setup was straightforward. Neither impressed nor disappointed.,5,1,0,7,Passive,Payment & Billing,Refrigerator,Electronics,None,Pune,Website,Agent_Pooja,Escalated to Manager,34,Yes,No,88042.82,Yes
CUST_10268,2024-08-17,August,Q3,Worst delivery experience. Package left outside in rain. Product damaged. No accountability.,5,1,0,6,Detractor,Delivery & Shipping,Tablet,Electronics,None,Ahmedabad,Phone Call,Agent_Arjun,Resolved,112,No,First Time,102264.32,No
CUST_10269,2023-05-21,May,Q2,Very happy with my purchase. Product exceeded my expectations. Price is reasonable.,5,1,0,7,Passive,Technical Support,Refrigerator,Mobile & Accessories,None,Pune,In Store Visit,Agent_Neha,Pending,41,Yes,Yes,129427.89,No
CUST_10270,2023-11-17,November,Q4,Product is decent but a bit overpriced compared to competitors. Would consider again.,5,1,0,2,Detractor,Product Quality,Laptop,Audio & Video,None,Ahmedabad,Live Chat,Agent_Sneha,Pending,74,Yes,No,114790.32,No
CUST_10271,2024-02-18,February,Q1,Pathetic quality and even worse customer support. No resolution after 5 escalations.,4,1,0,8,Passive,After Sales Service,Headphones,Home Appliances,None,Pune,Email,Agent_Rahul,Refund Processed,26,No,Yes,109733.53,No
CUST_10272,2024-10-03,October,Q4,Absolutely love this product! Works perfectly and delivery was super fast. Very satisfied.,1,0,1,0,Detractor,Returns & Refunds,Refrigerator,Mobile & Accessories,Product not as described,Hyderabad,Live Chat,Agent_Amit,Resolved,65,Yes,Yes,88506.27,No
CUST_10273,2024-06-16,June,Q2,Okay experience overall. Some minor issues at start but sorted out eventually.,5,1,0,6,Detractor,Technical Support,Tablet,Electronics,None,Pune,Mobile App,Agent_Amit,Escalated to Manager,116,Yes,Yes,73781.71,Yes
CUST_10274,2023-05-15,May,Q2,Product is fine but shipping took longer than expected. Overall average experience.,3,0,0,9,Promoter,Product Quality,Refrigerator,Electronics,Defective product,Bangalore,Email,Agent_Pooja,Replacement Sent,49,Yes,No,131543.35,No
CUST_10275,2023-01-21,January,Q1,Poor quality product does not match description at all. Return process very difficult.,5,1,0,3,Detractor,Delivery & Shipping,Laptop,Electronics,None,Pune,Social Media,Agent_Vikram,Resolved,71,Yes,First Time,38284.37,No
CUST_10276,2023-04-14,April,Q2,Perfect condition arrived on time. Very pleased with the purchase and service.,3,0,0,3,Detractor,Payment & Billing,Camera,Audio & Video,Late delivery,Bangalore,Social Media,Agent_Priya,Refund Processed,37,No,Yes,17544.88,No
CUST_10277,2024-06-19,June,Q2,Very rude customer service agent. Did not listen to my problem. Will never buy again.,2,0,1,5,Detractor,Technical Support,Refrigerator,Home Appliances,None,Pune,Live Chat,Agent_Amit,Resolved,64,No,First Time,136598.32,No
CUST_10278,2023-04-02,April,Q2,Perfect condition arrived on time. Very pleased with the purchase and service.,1,0,1,4,Detractor,After Sales Service,Mobile Phone,Mobile & Accessories,Late delivery,Bangalore,Email,Agent_Arjun,Resolved,116,No,Yes,38755.87,No
CUST_10279,2023-06-28,June,Q2,Excellent quality product. Exactly as described. Packaging was very good too.,4,1,0,2,Detractor,Payment & Billing,Laptop,Home Appliances,None,Hyderabad,Website,Agent_Pooja,Closed - No Action,95,Yes,Yes,17827.21,No
CUST_10280,2024-09-28,September,Q3,Great value for money. Product looks premium and works exactly as advertised.,3,0,0,6,Detractor,Delivery & Shipping,Washing Machine,Computing,Late delivery,Hyderabad,Website,Agent_Pooja,Pending,52,No,No,60337.41,No
CUST_10281,2023-06-20,June,Q2,Poor quality product does not match description at all. Return process very difficult.,5,1,0,2,Detractor,Customer Support,Mobile Phone,Audio & Video,None,Mumbai,Website,Agent_Amit,Resolved,54,No,No,136728.4,No
CUST_10282,2024-09-18,September,Q3,Received a used product in place of new one. Customer care keeps putting me on hold.,4,1,0,0,Detractor,Customer Support,Laptop,Audio & Video,None,Ahmedabad,Social Media,Agent_Priya,Closed - No Action,57,No,No,7372.86,No
CUST_10283,2024-08-01,August,Q3,Top quality product and excellent service. Team went above and beyond. Thank you.,5,1,0,2,Detractor,Technical Support,Refrigerator,Audio & Video,None,Delhi,Social Media,Agent_Sneha,Closed - No Action,45,No,First Time,99724.74,No
CUST_10284,2023-02-25,February,Q1,Very bad experience. Total disaster from ordering to delivery. Never again.,5,1,0,5,Detractor,Customer Support,Laptop,Mobile & Accessories,None,Ahmedabad,Website,Agent_Neha,Pending,10,Yes,No,112838.79,No
CUST_10285,2024-07-17,July,Q3,Average quality product. Setup was straightforward. Neither impressed nor disappointed.,1,0,1,1,Detractor,Sales,Headphones,Computing,Installation issue,Chennai,Email,Agent_Neha,Closed - No Action,12,No,No,128560.09,No
CUST_10286,2023-04-16,April,Q2,Extremely disappointed. Product stopped working after just 2 days. No help from support.,5,1,0,8,Passive,Sales,Headphones,Audio & Video,None,Mumbai,In Store Visit,Agent_Arjun,Resolved,106,No,First Time,14088.88,No
CUST_10287,2024-04-12,April,Q2,Perfect condition arrived on time. Very pleased with the purchase and service.,2,0,1,10,Promoter,Technical Support,Air Conditioner,Mobile & Accessories,No response,Mumbai,Website,Agent_Sneha,Closed - No Action,72,No,First Time,115228.75,No
CUST_10288,2023-04-10,April,Q2,Terrible quality product. Nothing like what was shown in the picture. Waste of money.,5,1,0,2,Detractor,Product Quality,Refrigerator,Computing,None,Hyderabad,Live Chat,Agent_Raj,Refund Processed,67,Yes,Yes,56396.61,No
CUST_10289,2024-02-24,February,Q1,Product broke within first week. Clearly poor quality control. Do not buy.,2,0,1,1,Detractor,Payment & Billing,Mobile Phone,Computing,Billing error,Chennai,Phone Call,Agent_Priya,Closed - No Action,59,No,Yes,123770.84,No
CUST_10290,2024-11-19,November,Q4,Loved the product completely. Worth every penny. Customer service was also excellent.,1,0,1,8,Passive,Delivery & Shipping,Tablet,Computing,Wrong item sent,Ahmedabad,Social Media,Agent_Divya,Refund Processed,64,Yes,First Time,1148.48,No
CUST_10291,2024-06-04,June,Q2,Excellent build quality and performance. Setup was easy. Works flawlessly.,5,1,0,6,Detractor,Customer Support,Television,Audio & Video,None,Bangalore,Email,Agent_Vikram,Replacement Sent,77,No,No,91121.04,No
CUST_10292,2023-09-12,September,Q3,Defective product received and no response from support team. Extremely frustrated.,5,1,0,8,Passive,Sales,Washing Machine,Mobile & Accessories,None,Hyderabad,Live Chat,Agent_Neha,Pending,18,No,First Time,62205.45,No
CUST_10293,2024-10-09,October,Q4,Product overheats dangerously. Reported multiple times but no action taken yet.,5,1,0,8,Passive,Returns & Refunds,Refrigerator,Audio & Video,None,Chennai,In Store Visit,Agent_Raj,Replacement Sent,45,Yes,Yes,138218.17,No
CUST_10294,2024-12-28,December,Q4,Satisfactory purchase. Product performs adequately though battery life could be improved.,5,1,0,6,Detractor,Technical Support,Mobile Phone,Electronics,None,Ahmedabad,In Store Visit,Agent_Divya,Replacement Sent,91,No,First Time,62912.95,No
CUST_10295,2024-01-26,January,Q1,Extremely disappointed. Product stopped working after just 2 days. No help from support.,4,1,0,4,Detractor,Product Quality,Television,Home Appliances,None,Mumbai,Phone Call,Agent_Raj,Pending,37,Yes,Yes,102666.85,No
CUST_10296,2024-01-03,January,Q1,Product is okay for the price. Nothing exceptional but gets the job done.,5,1,0,10,Promoter,Delivery & Shipping,Smart Watch,Electronics,None,Chennai,Mobile App,Agent_Arjun,Closed - No Action,31,No,First Time,76882.88,No
CUST_10297,2024-03-02,March,Q1,"Product does not work, support is unavailable, and refund is being delayed.",5,1,0,10,Promoter,Product Quality,Air Conditioner,Mobile & Accessories,None,Mumbai,Mobile App,Agent_Raj,Pending,80,Yes,No,130393.07,No
CUST_10298,2024-09-09,September,Q3,Very satisfied with entire process from ordering to delivery. Exactly what I needed.,5,1,0,6,Detractor,Returns & Refunds,Refrigerator,Electronics,None,Kolkata,Social Media,Agent_Amit,Replacement Sent,10,Yes,Yes,28453.0,No
CUST_10299,2023-09-28,September,Q3,Product overheats dangerously. Reported multiple times but no action taken yet.,4,1,0,5,Detractor,Customer Support,Television,Audio & Video,None,Kolkata,Email,Agent_Pooja,Closed - No Action,91,Yes,Yes,140655.42,No
CUST_10300,2024-09-22,September,Q3,Loved the product completely. Worth every penny. Customer service was also excellent.,1,0,1,6,Detractor,After Sales Service,Washing Machine,Audio & Video,Billing error,Hyderabad,Email,Agent_Pooja,Refund Processed,24,Yes,First Time,78330.64,No
CUST_10301,2023-12-24,December,Q4,Delivery was on time but packaging could be better. Product works as expected.,4,1,0,8,Passive,Returns & Refunds,Refrigerator,Electronics,None,Hyderabad,Live Chat,Agent_Pooja,Escalated to Manager,28,No,First Time,142571.09,Yes
CUST_10302,2024-04-01,April,Q2,Received a used product in place of new one. Customer care keeps putting me on hold.,1,0,1,0,Detractor,Returns & Refunds,Refrigerator,Audio & Video,Late delivery,Mumbai,Mobile App,Agent_Pooja,Closed - No Action,50,No,First Time,38860.29,No
CUST_10303,2024-06-10,June,Q2,Really impressed with quality and packaging. Customer care was helpful and polite.,5,1,0,2,Detractor,After Sales Service,Camera,Audio & Video,None,Ahmedabad,Email,Agent_Raj,Replacement Sent,25,Yes,Yes,48386.76,No
CUST_10304,2023-03-09,March,Q1,Loved the product completely. Worth every penny. Customer service was also excellent.,4,1,0,10,Promoter,Returns & Refunds,Refrigerator,Electronics,None,Pune,Website,Agent_Priya,Pending,69,No,First Time,124397.93,No
CUST_10305,2023-01-25,January,Q1,Very happy with my purchase. Product exceeded my expectations. Price is reasonable.,5,1,0,9,Promoter,Technical Support,Smart Watch,Home Appliances,None,Mumbai,Email,Agent_Priya,Resolved,23,Yes,First Time,119235.11,No
CUST_10306,2024-02-02,February,Q1,Superb product at a great price. Delivery was faster than expected. Very pleased.,5,1,0,9,Promoter,Sales,Smart Watch,Electronics,None,Pune,Live Chat,Agent_Rahul,Closed - No Action,87,Yes,Yes,18186.71,No
CUST_10307,2024-01-02,January,Q1,Worst experience ever. Delivery delayed by 3 weeks and product arrived damaged.,5,1,0,6,Detractor,Delivery & Shipping,Camera,Electronics,None,Kolkata,Website,Agent_Raj,Refund Processed,12,No,No,42586.86,No
CUST_10308,2023-08-14,August,Q3,Very satisfied with entire process from ordering to delivery. Exactly what I needed.,4,1,0,0,Detractor,Sales,Television,Audio & Video,None,Kolkata,Mobile App,Agent_Amit,Escalated to Manager,87,No,First Time,133103.23,Yes
CUST_10309,2023-05-07,May,Q2,Very happy with my purchase. Product exceeded my expectations. Price is reasonable.,5,1,0,3,Detractor,Product Quality,Laptop,Computing,None,Pune,In Store Visit,Agent_Arjun,Resolved,40,No,First Time,31902.91,No
CUST_10310,2023-05-26,May,Q2,Wonderful experience shopping here. Easy return policy and very helpful support.,5,1,0,8,Passive,Customer Support,Television,Computing,None,Chennai,In Store Visit,Agent_Raj,Pending,15,Yes,First Time,27613.02,No
CUST_10311,2023-10-25,October,Q4,Worst experience ever. Delivery delayed by 3 weeks and product arrived damaged.,5,1,0,1,Detractor,Payment & Billing,Mobile Phone,Mobile & Accessories,None,Delhi,Phone Call,Agent_Divya,Closed - No Action,43,Yes,First Time,53892.18,No
CUST_10312,2023-11-22,November,Q4,"Fantastic experience from start to finish. Order placed easily, delivered on time.",5,1,0,5,Detractor,After Sales Service,Smart Watch,Computing,None,Hyderabad,In Store Visit,Agent_Raj,Replacement Sent,75,No,First Time,23283.05,No
CUST_10313,2023-09-10,September,Q3,Satisfactory purchase. Product performs adequately though battery life could be improved.,2,0,1,4,Detractor,Sales,Refrigerator,Computing,No response,Kolkata,Website,Agent_Pooja,Pending,113,No,No,72253.12,No
CUST_10314,2024-10-23,October,Q4,Product is decent but a bit overpriced compared to competitors. Would consider again.,4,1,0,1,Detractor,Delivery & Shipping,Tablet,Electronics,None,Kolkata,Website,Agent_Amit,Refund Processed,26,Yes,First Time,39853.58,No
CUST_10315,2023-02-01,February,Q1,Loved the product completely. Worth every penny. Customer service was also excellent.,5,1,0,10,Promoter,Sales,Tablet,Home Appliances,None,Chennai,Email,Agent_Arjun,Escalated to Manager,70,No,First Time,134150.9,Yes
CUST_10316,2024-08-26,August,Q3,Average quality product. Setup was straightforward. Neither impressed nor disappointed.,4,1,0,9,Promoter,Customer Support,Washing Machine,Home Appliances,None,Ahmedabad,In Store Visit,Agent_Arjun,Resolved,51,Yes,Yes,54897.9,No
CUST_10317,2024-04-01,April,Q2,Customer service was responsive but took 3 days to resolve a simple query.,5,1,0,1,Detractor,Customer Support,Television,Mobile & Accessories,None,Bangalore,Mobile App,Agent_Neha,Escalated to Manager,6,Yes,No,33213.46,Yes
CUST_10318,2024-11-15,November,Q4,Product is okay for the price. Nothing exceptional but gets the job done.,4,1,0,8,Passive,Technical Support,Refrigerator,Mobile & Accessories,None,Pune,Social Media,Agent_Neha,Resolved,6,Yes,No,147098.17,No
CUST_10319,2024-08-15,August,Q3,Very rude customer service agent. Did not listen to my problem. Will never buy again.,5,1,0,6,Detractor,Customer Support,Camera,Home Appliances,None,Pune,Mobile App,Agent_Vikram,Escalated to Manager,76,No,Yes,98173.81,Yes
CUST_10320,2023-12-20,December,Q4,Received a used product in place of new one. Customer care keeps putting me on hold.,4,1,0,3,Detractor,After Sales Service,Smart Watch,Home Appliances,None,Mumbai,In Store Visit,Agent_Amit,Closed - No Action,22,No,First Time,34883.62,No
CUST_10321,2024-09-08,September,Q3,Really impressed with quality and packaging. Customer care was helpful and polite.,2,0,1,9,Promoter,Returns & Refunds,Mobile Phone,Home Appliances,Late delivery,Pune,Website,Agent_Pooja,Replacement Sent,62,Yes,No,101446.8,No
CUST_10322,2023-01-23,January,Q1,Superb product at a great price. Delivery was faster than expected. Very pleased.,5,1,0,0,Detractor,Product Quality,Refrigerator,Home Appliances,None,Bangalore,In Store Visit,Agent_Divya,Pending,18,Yes,Yes,94616.29,No
CUST_10323,2024-06-13,June,Q2,Product is decent but a bit overpriced compared to competitors. Would consider again.,3,0,0,9,Promoter,Product Quality,Headphones,Home Appliances,Installation issue,Kolkata,Email,Agent_Sneha,Closed - No Action,112,No,Yes,72509.43,No
CUST_10324,2023-07-06,July,Q3,Excellent customer support and fast resolution. Very happy with the service provided.,5,1,0,6,Detractor,Payment & Billing,Tablet,Home Appliances,None,Bangalore,Mobile App,Agent_Pooja,Closed - No Action,77,No,Yes,88794.1,No
CUST_10325,2024-06-19,June,Q2,"Fantastic experience from start to finish. Order placed easily, delivered on time.",1,0,1,1,Detractor,Sales,Camera,Computing,Installation issue,Bangalore,In Store Visit,Agent_Priya,Pending,116,Yes,Yes,92404.85,No
CUST_10326,2024-07-06,July,Q3,Product is acceptable for everyday use. Not best quality but adequate for price paid.,5,1,0,5,Detractor,Sales,Laptop,Audio & Video,None,Pune,Live Chat,Agent_Rahul,Replacement Sent,68,No,No,64628.96,No
CUST_10327,2024-12-14,December,Q4,Defective product received and no response from support team. Extremely frustrated.,5,1,0,9,Promoter,Delivery & Shipping,Tablet,Audio & Video,None,Pune,Phone Call,Agent_Raj,Closed - No Action,99,No,Yes,35260.68,No
CUST_10328,2023-01-06,January,Q1,"Fantastic experience from start to finish. Order placed easily, delivered on time.",4,1,0,2,Detractor,Delivery & Shipping,Laptop,Computing,None,Mumbai,Social Media,Agent_Sneha,Replacement Sent,103,Yes,No,47727.31,No
CUST_10329,2023-09-25,September,Q3,Very rude customer service agent. Did not listen to my problem. Will never buy again.,5,1,0,2,Detractor,Sales,Camera,Mobile & Accessories,None,Hyderabad,In Store Visit,Agent_Raj,Replacement Sent,51,No,No,113368.3,No
CUST_10330,2023-09-17,September,Q3,Excellent build quality and performance. Setup was easy. Works flawlessly.,4,1,0,1,Detractor,Technical Support,Washing Machine,Home Appliances,None,Pune,Mobile App,Agent_Amit,Replacement Sent,16,Yes,No,112298.22,No
CUST_10331,2024-07-17,July,Q3,"Best customer experience online. Fast delivery, great product, excellent support.",4,1,0,1,Detractor,Product Quality,Tablet,Electronics,None,Bangalore,Social Media,Agent_Rahul,Resolved,106,No,First Time,22226.6,No
CUST_10332,2023-03-23,March,Q1,Really impressed with quality and packaging. Customer care was helpful and polite.,3,0,0,2,Detractor,Product Quality,Tablet,Computing,None,Pune,Social Media,Agent_Divya,Replacement Sent,37,Yes,First Time,106885.07,No
CUST_10333,2024-11-03,November,Q4,"Fantastic experience from start to finish. Order placed easily, delivered on time.",4,1,0,10,Promoter,Payment & Billing,Camera,Electronics,None,Chennai,Email,Agent_Divya,Refund Processed,67,Yes,First Time,104918.24,No
CUST_10334,2023-01-01,January,Q1,Poor quality product does not match description at all. Return process very difficult.,4,1,0,8,Passive,Delivery & Shipping,Television,Electronics,None,Kolkata,Website,Agent_Vikram,Escalated to Manager,86,Yes,First Time,59573.9,Yes
CUST_10335,2023-04-03,April,Q2,Worst experience ever. Delivery delayed by 3 weeks and product arrived damaged.,5,1,0,9,Promoter,Payment & Billing,Camera,Electronics,None,Hyderabad,Live Chat,Agent_Raj,Pending,78,No,No,144477.04,No
CUST_10336,2024-06-02,June,Q2,Superb product at a great price. Delivery was faster than expected. Very pleased.,3,0,0,7,Passive,Delivery & Shipping,Mobile Phone,Computing,Rude staff,Kolkata,Live Chat,Agent_Priya,Refund Processed,113,No,First Time,80916.56,No
CUST_10337,2023-09-07,September,Q3,Excellent customer support and fast resolution. Very happy with the service provided.,4,1,0,10,Promoter,After Sales Service,Air Conditioner,Home Appliances,None,Ahmedabad,In Store Visit,Agent_Rahul,Closed - No Action,15,Yes,No,39044.05,No
CUST_10338,2023-12-28,December,Q4,Superb product at a great price. Delivery was faster than expected. Very pleased.,5,1,0,8,Passive,Product Quality,Camera,Home Appliances,None,Kolkata,Phone Call,Agent_Raj,Resolved,52,Yes,No,101217.84,No
CUST_10339,2023-08-12,August,Q3,Received a used product in place of new one. Customer care keeps putting me on hold.,4,1,0,4,Detractor,Payment & Billing,Tablet,Home Appliances,None,Bangalore,Mobile App,Agent_Sneha,Closed - No Action,95,Yes,First Time,30350.15,No
CUST_10340,2024-09-25,September,Q3,Amazing service! Had a small issue and support team resolved it immediately. 5 stars.,3,0,0,7,Passive,Customer Support,Air Conditioner,Mobile & Accessories,Installation issue,Delhi,Email,Agent_Priya,Replacement Sent,79,Yes,First Time,1490.24,No
CUST_10341,2024-08-11,August,Q3,Product is defective and return process is a nightmare. Waiting 3 weeks for refund.,5,1,0,0,Detractor,After Sales Service,Washing Machine,Audio & Video,None,Bangalore,Website,Agent_Arjun,Escalated to Manager,51,Yes,First Time,33702.87,Yes
CUST_10342,2024-07-07,July,Q3,Excellent build quality and performance. Setup was easy. Works flawlessly.,5,1,0,0,Detractor,Technical Support,Laptop,Electronics,None,Pune,Website,Agent_Amit,Closed - No Action,16,No,No,104887.56,No
CUST_10343,2024-08-17,August,Q3,"Product does not work, support is unavailable, and refund is being delayed.",5,1,0,9,Promoter,Technical Support,Mobile Phone,Mobile & Accessories,None,Hyderabad,In Store Visit,Agent_Raj,Pending,71,No,No,39795.93,No
CUST_10344,2024-03-10,March,Q1,Product is defective and return process is a nightmare. Waiting 3 weeks for refund.,4,1,0,1,Detractor,Sales,Refrigerator,Mobile & Accessories,None,Hyderabad,Live Chat,Agent_Vikram,Escalated to Manager,58,Yes,Yes,27393.44,Yes
CUST_10345,2024-03-18,March,Q1,Product overheats dangerously. Reported multiple times but no action taken yet.,5,1,0,2,Detractor,Returns & Refunds,Headphones,Audio & Video,None,Bangalore,Website,Agent_Amit,Closed - No Action,104,No,No,1956.47,No
CUST_10346,2024-05-13,May,Q2,Satisfactory purchase. Product performs adequately though battery life could be improved.,4,1,0,10,Promoter,Payment & Billing,Washing Machine,Electronics,None,Mumbai,Social Media,Agent_Priya,Replacement Sent,21,No,No,9475.44,No
CUST_10347,2023-09-24,September,Q3,"Best customer experience online. Fast delivery, great product, excellent support.",4,1,0,9,Promoter,Technical Support,Air Conditioner,Audio & Video,None,Kolkata,Live Chat,Agent_Rahul,Closed - No Action,16,Yes,First Time,52988.03,No
CUST_10348,2023-06-28,June,Q2,Very satisfied with entire process from ordering to delivery. Exactly what I needed.,5,1,0,9,Promoter,Technical Support,Washing Machine,Mobile & Accessories,None,Hyderabad,Mobile App,Agent_Arjun,Closed - No Action,100,No,Yes,110610.66,No
CUST_10349,2023-06-21,June,Q2,Very happy with my purchase. Product exceeded my expectations. Price is reasonable.,4,1,0,10,Promoter,Sales,Air Conditioner,Mobile & Accessories,None,Pune,Website,Agent_Priya,Resolved,21,No,No,51872.01,No
CUST_10350,2024-10-22,October,Q4,Product is acceptable for everyday use. Not best quality but adequate for price paid.,5,1,0,2,Detractor,Payment & Billing,Headphones,Home Appliances,None,Ahmedabad,Website,Agent_Pooja,Replacement Sent,76,No,No,78379.89,No
CUST_10351,2023-08-29,August,Q3,Customer service was responsive but took 3 days to resolve a simple query.,5,1,0,0,Detractor,Delivery & Shipping,Washing Machine,Computing,None,Chennai,Phone Call,Agent_Vikram,Resolved,13,Yes,No,10036.96,No
CUST_10352,2023-04-17,April,Q2,Delivery was on time but packaging could be better. Product works as expected.,4,1,0,10,Promoter,Customer Support,Washing Machine,Home Appliances,None,Delhi,Mobile App,Agent_Vikram,Escalated to Manager,30,No,No,37485.78,Yes
CUST_10353,2023-01-30,January,Q1,Completely dissatisfied. Delivery was delayed by two weeks. Poor communication.,2,0,1,8,Passive,Technical Support,Laptop,Home Appliances,None,Hyderabad,Website,Agent_Neha,Closed - No Action,120,Yes,No,41225.96,No
CUST_10354,2024-10-08,October,Q4,Okay experience overall. Some minor issues at start but sorted out eventually.,4,1,0,5,Detractor,Sales,Tablet,Computing,None,Kolkata,Live Chat,Agent_Neha,Refund Processed,30,No,No,120803.81,No
CUST_10355,2023-01-11,January,Q1,Billing issue has not been resolved for 2 months. No one from team is responding.,3,0,0,0,Detractor,Customer Support,Laptop,Computing,Defective product,Hyderabad,Live Chat,Agent_Neha,Refund Processed,89,No,No,138352.22,No
CUST_10356,2023-08-25,August,Q3,Product is acceptable for everyday use. Not best quality but adequate for price paid.,5,1,0,6,Detractor,Technical Support,Laptop,Home Appliances,None,Chennai,Social Media,Agent_Arjun,Closed - No Action,51,No,First Time,37859.47,No
CUST_10357,2024-10-02,October,Q4,Pathetic quality and even worse customer support. No resolution after 5 escalations.,3,0,0,4,Detractor,Payment & Billing,Refrigerator,Electronics,Product not as described,Kolkata,Mobile App,Agent_Arjun,Escalated to Manager,25,Yes,Yes,128095.56,Yes
CUST_10358,2024-04-08,April,Q2,Very bad experience. Total disaster from ordering to delivery. Never again.,5,1,0,1,Detractor,After Sales Service,Washing Machine,Mobile & Accessories,None,Chennai,Live Chat,Agent_Rahul,Pending,7,Yes,Yes,145472.57,No
CUST_10359,2024-03-24,March,Q1,Product broke within first week. Clearly poor quality control. Do not buy.,3,0,0,7,Passive,Returns & Refunds,Laptop,Electronics,Billing error,Delhi,Phone Call,Agent_Rahul,Closed - No Action,44,No,No,63326.33,No
CUST_10360,2023-05-30,May,Q2,Defective product received and no response from support team. Extremely frustrated.,3,0,0,0,Detractor,Payment & Billing,Laptop,Electronics,Wrong item sent,Pune,Email,Agent_Arjun,Closed - No Action,25,No,No,134407.0,No
CUST_10361,2023-09-12,September,Q3,Product broke within first week. Clearly poor quality control. Do not buy.,5,1,0,7,Passive,After Sales Service,Headphones,Computing,None,Chennai,Mobile App,Agent_Rahul,Pending,59,Yes,Yes,110430.76,No
CUST_10362,2023-11-27,November,Q4,Billing issue has not been resolved for 2 months. No one from team is responding.,5,1,0,1,Detractor,Product Quality,Television,Home Appliances,None,Delhi,Live Chat,Agent_Neha,Replacement Sent,39,Yes,Yes,30209.18,No
CUST_10363,2023-01-16,January,Q1,Satisfactory purchase. Product performs adequately though battery life could be improved.,5,1,0,9,Promoter,Payment & Billing,Television,Home Appliances,None,Delhi,Social Media,Agent_Sneha,Resolved,6,No,First Time,87371.01,No
CUST_10364,2023-09-12,September,Q3,Delivery was on time but packaging could be better. Product works as expected.,4,1,0,0,Detractor,After Sales Service,Television,Mobile & Accessories,None,Delhi,Mobile App,Agent_Divya,Escalated to Manager,120,Yes,First Time,145462.93,Yes
CUST_10365,2024-07-03,July,Q3,Outstanding quality product and excellent after sales support. Highly recommended.,5,1,0,3,Detractor,Customer Support,Mobile Phone,Electronics,None,Ahmedabad,Phone Call,Agent_Pooja,Refund Processed,101,No,No,96874.57,No
