Feedback_ID,Date,Quarter,Client_Company,Industry,Region,Project_Type,Project_Manager,Project_Duration_Months,Contract_Value_INR,Client_Feedback,Star_Rating,NPS_Score,NPS_Category,SLA_Breached,Contract_Renewal
FB10344,2023-04-09,Q2-2023,Reliance Retail,Retail & E-commerce,Chennai,ERP Implementation,Rajesh Sharma,18,51889012.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,1,Detractor,Yes,Yes
FB10994,2022-09-09,Q3-2022,National Bank,Banking & Finance,Chennai,ERP Implementation,Priya Nair,32,455019872.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,1,Detractor,No,Yes
FB10481,2023-07-05,Q3-2023,Tech Solutions Ltd,IT & Technology,Bangalore,Digital Transformation,Rahul Gupta,19,348624971.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,9,Promoter,No,No
FB10575,2022-12-02,Q4-2022,GridTech,Energy & Utilities,Kolkata,IT Managed Services,Vikram Singh,12,385893292.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,8,Passive,Yes,No
FB10033,2023-11-01,Q4-2023,National Insurance,Insurance,Hyderabad,IT Managed Services,Vikram Singh,36,8872438.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,8,Passive,Yes,No
FB10031,2022-11-20,Q4-2022,Prime Bank,Banking & Finance,Chennai,DevOps Implementation,Vikram Singh,7,9611151.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,9,Promoter,Yes,No
FB10231,2022-09-25,Q3-2022,ShopEasy,Retail & E-commerce,Mumbai,IoT Solutions,Neha Joshi,26,347920452.0,Disappointing experience overall. The solution delivered has performance issues and support team response time is very slow.,2,0,Detractor,Yes,No
FB10963,2022-07-10,Q3-2022,City Bank,Banking & Finance,Pune,Cloud Migration,Divya Menon,28,180493500.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,6,Detractor,Yes,Yes
FB10192,2022-05-23,Q2-2022,GlobalPhone,Telecom,Delhi NCR,Cybersecurity Solutions,Priya Nair,18,396234665.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,0,Detractor,Yes,No
FB10333,2022-05-03,Q2-2022,RailTickets,Government,Bangalore,Digital Transformation,Neha Joshi,35,338296230.0,Disappointing experience overall. The solution delivered has performance issues and support team response time is very slow.,2,0,Detractor,Yes,Yes
FB10003,2023-01-25,Q1-2023,SteelCorp,Manufacturing,Mumbai,AI/ML Implementation,Priya Nair,9,182694793.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,5,Detractor,Yes,No
FB10204,2022-06-13,Q2-2022,NationalAir,Aviation,Delhi NCR,Database Management,Arjun Mehta,23,467207010.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,5,Detractor,Yes,Yes
FB10514,2023-05-27,Q2-2023,SteelCorp,Manufacturing,Delhi NCR,Digital Transformation,Sneha Reddy,8,344542599.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,10,Promoter,No,Yes
FB10799,2022-11-30,Q4-2022,SteelCorp,Manufacturing,Delhi NCR,Application Development,Pooja Iyer,8,400906752.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,6,Detractor,No,Yes
FB10306,2022-09-11,Q3-2022,Prime Bank,Banking & Finance,Kolkata,IoT Solutions,Divya Menon,28,247282069.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,9,Promoter,Yes,No
FB10109,2022-11-03,Q4-2022,National Bank,Banking & Finance,Hyderabad,Application Development,Divya Menon,30,346705189.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,7,Passive,Yes,No
FB10430,2022-12-20,Q4-2022,PayFast,Fintech,Pune,IoT Solutions,Vikram Singh,11,490761071.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,8,Passive,No,No
FB10077,2022-07-18,Q3-2022,PayFast,Fintech,Kolkata,Data Analytics Platform,Priya Nair,21,117604166.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,2,Detractor,Yes,No
FB10084,2023-12-25,Q4-2023,Tata Motors,Manufacturing,Bangalore,Cloud Migration,Sneha Reddy,21,352978841.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,7,Passive,Yes,Yes
FB10286,2023-06-16,Q2-2023,City Bank,Banking & Finance,Hyderabad,Data Analytics Platform,Sneha Reddy,17,225660383.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,6,Detractor,Yes,No
FB10082,2023-08-06,Q3-2023,NationalAir,Aviation,Bangalore,Database Management,Arjun Mehta,6,306767302.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,1,Detractor,Yes,Yes
FB10991,2022-10-03,Q4-2022,RailTickets,Government,Bangalore,Application Development,Sneha Reddy,16,292923581.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,2,Detractor,No,Yes
FB10789,2022-05-24,Q2-2022,FuelTech,Oil & Gas,Pune,IoT Solutions,Neha Joshi,27,262234990.0,Very satisfied with the project outcome. The implementation was smooth and post deployment support has been responsive and helpful.,4,1,Detractor,No,Yes
FB10894,2022-07-26,Q3-2022,Tata Motors,Manufacturing,Pune,Database Management,Pooja Iyer,20,431900636.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,1,Detractor,No,Yes
FB10398,2023-07-27,Q3-2023,TeleConnect,Telecom,Pune,ERP Implementation,Vikram Singh,14,473727073.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,5,Detractor,Yes,No
FB10323,2023-03-02,Q1-2023,GlobalPhone,Telecom,Kolkata,Data Analytics Platform,Rahul Gupta,30,352396266.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,1,Detractor,Yes,No
FB10519,2023-07-06,Q3-2023,Tech Solutions Ltd,IT & Technology,Pune,IoT Solutions,Priya Nair,27,98985379.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,8,Passive,No,Yes
FB10916,2023-09-20,Q3-2023,PayFast,Fintech,Pune,Application Development,Arjun Mehta,8,177425309.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,10,Promoter,No,Yes
FB10922,2022-04-29,Q2-2022,Finance Ministry,Government,Bangalore,Cybersecurity Solutions,Sneha Reddy,21,48401769.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,5,Detractor,Yes,Yes
FB10005,2023-11-09,Q4-2023,Fortis Healthcare,Healthcare,Mumbai,IoT Solutions,Priya Nair,17,387668829.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,1,Detractor,Yes,Yes
FB10731,2023-08-08,Q3-2023,Apollo Hospitals,Healthcare,Kolkata,Network Infrastructure,Arjun Mehta,17,15263646.0,Pleased with the overall project execution. The team was professional and deliverables met the agreed quality standards consistently.,4,8,Passive,Yes,Yes
FB10465,2023-06-14,Q2-2023,Metro Bank,Banking & Finance,Delhi NCR,ERP Implementation,Vikram Singh,28,301681974.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,10,Promoter,Yes,No
FB10097,2022-07-15,Q3-2022,National Insurance,Insurance,Chennai,IT Managed Services,Amit Patel,35,374414810.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,2,Detractor,Yes,Yes
FB10266,2023-08-01,Q3-2023,AirExpress,Aviation,Hyderabad,Digital Transformation,Vikram Singh,5,93780479.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,5,Detractor,Yes,Yes
FB10357,2022-11-28,Q4-2022,Tech Solutions Ltd,IT & Technology,Kolkata,IoT Solutions,Amit Patel,6,15846884.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,9,Promoter,Yes,No
FB10868,2023-04-02,Q2-2023,Reliance Retail,Retail & E-commerce,Delhi NCR,Cybersecurity Solutions,Rajesh Sharma,7,413168399.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,8,Passive,No,Yes
FB10798,2023-01-22,Q1-2023,ShopEasy,Retail & E-commerce,Kolkata,Application Development,Divya Menon,33,418057694.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,2,Detractor,No,Yes
FB10380,2023-11-02,Q4-2023,SkyJet,Aviation,Chennai,Network Infrastructure,Vikram Singh,34,288151504.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,7,Passive,Yes,Yes
FB10631,2022-08-13,Q3-2022,PayFast,Fintech,Hyderabad,AI/ML Implementation,Rahul Gupta,32,386313985.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,4,Detractor,No,Yes
FB10381,2023-11-29,Q4-2023,Mahindra Group,Manufacturing,Hyderabad,ERP Implementation,Neha Joshi,28,24197354.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,5,Detractor,Yes,No
FB10490,2023-03-06,Q1-2023,Apollo Hospitals,Healthcare,Delhi NCR,Application Development,Arjun Mehta,26,185713603.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,4,Detractor,No,No
FB10118,2023-04-21,Q2-2023,Max Healthcare,Healthcare,Pune,DevOps Implementation,Priya Nair,22,326373526.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,1,Detractor,Yes,Yes
FB10900,2023-03-23,Q1-2023,Mahindra Group,Manufacturing,Delhi NCR,Database Management,Amit Patel,19,386778837.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,8,Passive,No,Yes
FB10250,2022-07-15,Q3-2022,NationalAir,Aviation,Hyderabad,AI/ML Implementation,Priya Nair,6,137888486.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,10,Promoter,Yes,No
FB10523,2022-02-11,Q1-2022,RailTickets,Government,Hyderabad,Database Management,Vikram Singh,7,418055967.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,3,Detractor,Yes,No
FB10009,2023-10-21,Q4-2023,Tech Solutions Ltd,IT & Technology,Chennai,Cybersecurity Solutions,Pooja Iyer,32,75721437.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,2,Detractor,Yes,Yes
FB10196,2023-12-28,Q4-2023,Tata Motors,Manufacturing,Bangalore,ERP Implementation,Amit Patel,17,176281426.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,8,Passive,Yes,No
FB10603,2023-10-20,Q4-2023,ShopEasy,Retail & E-commerce,Mumbai,IoT Solutions,Divya Menon,19,378964546.0,Good experience working with this vendor. The project was delivered on time and solution meets all our business requirements.,4,0,Detractor,Yes,Yes
FB10081,2023-09-03,Q3-2023,City Bank,Banking & Finance,Hyderabad,IT Managed Services,Arjun Mehta,17,388968302.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,6,Detractor,Yes,No
FB10783,2022-11-08,Q4-2022,Bajaj Finance,Banking & Finance,Kolkata,Network Infrastructure,Rahul Gupta,23,455069272.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,4,Detractor,Yes,Yes
FB10587,2022-04-22,Q2-2022,Tata Motors,Manufacturing,Hyderabad,Network Infrastructure,Priya Nair,27,167067080.0,Average experience with this vendor. The solution works adequately but does not fully meet all requirements specified during scoping.,3,1,Detractor,Yes,Yes
FB10797,2022-05-06,Q2-2022,RailTickets,Government,Mumbai,IoT Solutions,Pooja Iyer,25,38444447.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,6,Detractor,Yes,Yes
FB10239,2022-05-19,Q2-2022,Tata Motors,Manufacturing,Kolkata,Network Infrastructure,Amit Patel,29,190358156.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,6,Detractor,Yes,No
FB10290,2022-06-28,Q2-2022,AirExpress,Aviation,Hyderabad,IoT Solutions,Sneha Reddy,13,168839879.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,6,Detractor,Yes,No
FB10211,2023-06-12,Q2-2023,GlobalPhone,Telecom,Hyderabad,Application Development,Amit Patel,11,167343095.0,Disappointing experience overall. The solution delivered has performance issues and support team response time is very slow.,2,9,Promoter,Yes,No
FB10717,2022-03-27,Q1-2022,Finance Ministry,Government,Kolkata,Cloud Migration,Rajesh Sharma,23,302791871.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,6,Detractor,Yes,Yes
FB10359,2023-10-17,Q4-2023,Apollo Hospitals,Healthcare,Kolkata,IoT Solutions,Arjun Mehta,34,326344231.0,Disappointing experience overall. The solution delivered has performance issues and support team response time is very slow.,2,2,Detractor,Yes,No
FB10449,2023-02-27,Q1-2023,Fortis Healthcare,Healthcare,Delhi NCR,IoT Solutions,Divya Menon,35,75515283.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,3,Detractor,No,No
FB10227,2023-05-21,Q2-2023,Tata Motors,Manufacturing,Hyderabad,Application Development,Rahul Gupta,11,426274571.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,7,Passive,Yes,No
FB10950,2022-05-07,Q2-2022,Mahindra Group,Manufacturing,Mumbai,Cybersecurity Solutions,Arjun Mehta,14,265605458.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,9,Promoter,No,Yes
FB10946,2023-11-24,Q4-2023,Mahindra Group,Manufacturing,Bangalore,Application Development,Priya Nair,30,470398667.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,8,Passive,No,Yes
FB10796,2023-08-27,Q3-2023,Alpha Bank,Banking & Finance,Kolkata,ERP Implementation,Amit Patel,29,29082268.0,Very satisfied with the project outcome. The implementation was smooth and post deployment support has been responsive and helpful.,4,4,Detractor,No,Yes
FB10501,2023-05-03,Q2-2023,FuelTech,Oil & Gas,Kolkata,AI/ML Implementation,Divya Menon,32,487615865.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,8,Passive,No,No
FB10464,2022-09-07,Q3-2022,ShopEasy,Retail & E-commerce,Mumbai,ERP Implementation,Arjun Mehta,5,68303132.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,2,Detractor,No,No
FB10362,2022-03-21,Q1-2022,AirExpress,Aviation,Bangalore,Application Development,Amit Patel,18,176671012.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,5,Detractor,Yes,Yes
FB10468,2022-07-01,Q3-2022,RailTickets,Government,Mumbai,ERP Implementation,Neha Joshi,33,451296068.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,8,Passive,Yes,No
FB10935,2023-01-20,Q1-2023,PowerGen,Energy & Utilities,Pune,Database Management,Amit Patel,8,389976752.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,4,Detractor,No,Yes
FB10428,2023-06-01,Q2-2023,FuelTech,Oil & Gas,Bangalore,Database Management,Neha Joshi,27,212239049.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,4,Detractor,No,No
FB10007,2022-09-08,Q3-2022,OilCorp,Oil & Gas,Pune,ERP Implementation,Rahul Gupta,13,233818805.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,4,Detractor,Yes,No
FB10155,2023-09-12,Q3-2023,AirExpress,Aviation,Bangalore,Database Management,Sneha Reddy,33,253176814.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,0,Detractor,Yes,No
FB10541,2023-01-25,Q1-2023,Alpha Bank,Banking & Finance,Delhi NCR,Data Analytics Platform,Arjun Mehta,35,488422910.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,5,Detractor,Yes,No
FB10440,2023-11-16,Q4-2023,NetCom,Telecom,Mumbai,DevOps Implementation,Rajesh Sharma,25,225605287.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,0,Detractor,No,No
FB10482,2022-01-29,Q1-2022,FuelTech,Oil & Gas,Kolkata,Application Development,Neha Joshi,33,62552809.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,6,Detractor,Yes,No
FB10422,2023-07-25,Q3-2023,City Bank,Banking & Finance,Mumbai,Network Infrastructure,Arjun Mehta,3,413824835.0,Average experience with this vendor. The solution works adequately but does not fully meet all requirements specified during scoping.,3,8,Passive,No,No
FB10778,2022-07-26,Q3-2022,Tech Solutions Ltd,IT & Technology,Kolkata,ERP Implementation,Priya Nair,31,484970150.0,Good experience working with this vendor. The project was delivered on time and solution meets all our business requirements.,4,3,Detractor,Yes,Yes
FB10949,2022-12-08,Q4-2022,National Bank,Banking & Finance,Bangalore,AI/ML Implementation,Priya Nair,20,77433168.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,4,Detractor,No,Yes
FB10334,2022-10-17,Q4-2022,Mahindra Group,Manufacturing,Kolkata,Digital Transformation,Pooja Iyer,22,167013956.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,8,Passive,Yes,No
FB10576,2022-01-05,Q1-2022,National Insurance,Insurance,Mumbai,Network Infrastructure,Rahul Gupta,22,466506985.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,5,Detractor,Yes,No
FB10934,2023-02-18,Q1-2023,ShopEasy,Retail & E-commerce,Pune,Network Infrastructure,Amit Patel,18,21826450.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,6,Detractor,No,Yes
FB10567,2022-05-01,Q2-2022,City Bank,Banking & Finance,Pune,Cloud Migration,Pooja Iyer,16,400784354.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,6,Detractor,No,Yes
FB10594,2023-03-11,Q1-2023,Mahindra Group,Manufacturing,Delhi NCR,AI/ML Implementation,Sneha Reddy,3,291079558.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,8,Passive,No,No
FB10530,2022-11-29,Q4-2022,ShopEasy,Retail & E-commerce,Pune,Cybersecurity Solutions,Priya Nair,33,90586733.0,Completed the engagement as agreed but communication could have been more proactive throughout the project lifecycle.,3,9,Promoter,Yes,No
FB10581,2023-11-18,Q4-2023,Tata Motors,Manufacturing,Pune,AI/ML Implementation,Sneha Reddy,8,486972535.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,9,Promoter,No,Yes
FB10707,2023-09-22,Q3-2023,TeleConnect,Telecom,Delhi NCR,IT Managed Services,Divya Menon,22,184850481.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,3,Detractor,No,Yes
FB10448,2023-07-21,Q3-2023,Tata Motors,Manufacturing,Mumbai,DevOps Implementation,Divya Menon,12,66001404.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,9,Promoter,Yes,No
FB10453,2022-08-15,Q3-2022,Apollo Hospitals,Healthcare,Delhi NCR,Cloud Migration,Divya Menon,30,141956518.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,2,Detractor,No,No
FB10228,2022-09-21,Q3-2022,Tech Solutions Ltd,IT & Technology,Pune,ERP Implementation,Pooja Iyer,14,11971677.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,5,Detractor,Yes,No
FB10352,2023-04-29,Q2-2023,SkyJet,Aviation,Kolkata,Data Analytics Platform,Rajesh Sharma,36,181929282.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,9,Promoter,Yes,Yes
FB10728,2023-02-15,Q1-2023,Finance Ministry,Government,Mumbai,DevOps Implementation,Amit Patel,15,316006655.0,Good experience working with this vendor. The project was delivered on time and solution meets all our business requirements.,4,9,Promoter,No,Yes
FB10212,2022-12-11,Q4-2022,PayFast,Fintech,Hyderabad,IoT Solutions,Vikram Singh,35,415003246.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,8,Passive,Yes,No
FB10079,2023-04-26,Q2-2023,NationalAir,Aviation,Bangalore,Cloud Migration,Neha Joshi,33,223032055.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,2,Detractor,Yes,Yes
FB10148,2023-03-24,Q1-2023,RailTickets,Government,Mumbai,IoT Solutions,Divya Menon,9,125441655.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,9,Promoter,Yes,No
FB10302,2022-03-31,Q1-2022,National Insurance,Insurance,Kolkata,Data Analytics Platform,Divya Menon,31,433318783.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,1,Detractor,Yes,Yes
FB10628,2023-10-30,Q4-2023,Alpha Bank,Banking & Finance,Pune,ERP Implementation,Priya Nair,21,211030010.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,2,Detractor,No,Yes
FB10777,2022-10-27,Q4-2022,AirExpress,Aviation,Pune,AI/ML Implementation,Amit Patel,31,382172522.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,1,Detractor,No,Yes
FB10506,2022-10-03,Q4-2022,Tata Motors,Manufacturing,Kolkata,DevOps Implementation,Rahul Gupta,29,98060310.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,2,Detractor,Yes,Yes
FB10342,2023-04-20,Q2-2023,SteelCorp,Manufacturing,Bangalore,Cybersecurity Solutions,Pooja Iyer,19,426978682.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,1,Detractor,Yes,Yes
FB10485,2022-07-27,Q3-2022,NationalAir,Aviation,Delhi NCR,Data Analytics Platform,Sneha Reddy,18,418985681.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,2,Detractor,No,Yes
FB10711,2023-11-19,Q4-2023,Reliance Retail,Retail & E-commerce,Chennai,Database Management,Rahul Gupta,14,441043801.0,Pleased with the overall project execution. The team was professional and deliverables met the agreed quality standards consistently.,4,9,Promoter,No,Yes
FB10133,2023-12-05,Q4-2023,FuelTech,Oil & Gas,Delhi NCR,Data Analytics Platform,Divya Menon,33,38230988.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,1,Detractor,Yes,Yes
FB10703,2023-02-26,Q1-2023,City Bank,Banking & Finance,Bangalore,Network Infrastructure,Divya Menon,25,32942377.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,3,Detractor,No,Yes
FB10311,2022-07-27,Q3-2022,National Insurance,Insurance,Chennai,Application Development,Rajesh Sharma,11,441663143.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,4,Detractor,Yes,Yes
FB10722,2023-10-23,Q4-2023,PowerGen,Energy & Utilities,Mumbai,AI/ML Implementation,Vikram Singh,5,421529118.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,10,Promoter,Yes,Yes
FB10629,2023-02-26,Q1-2023,OilCorp,Oil & Gas,Chennai,Data Analytics Platform,Rahul Gupta,18,469354357.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,9,Promoter,Yes,Yes
FB10000,2022-05-23,Q2-2022,GridTech,Energy & Utilities,Delhi NCR,Data Analytics Platform,Sneha Reddy,9,339966246.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,8,Passive,Yes,Yes
FB10316,2023-09-17,Q3-2023,National Bank,Banking & Finance,Mumbai,IT Managed Services,Neha Joshi,13,222849213.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,3,Detractor,Yes,No
FB10706,2023-08-10,Q3-2023,Mahindra Group,Manufacturing,Bangalore,Database Management,Arjun Mehta,9,405121651.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,10,Promoter,Yes,Yes
FB10547,2022-11-23,Q4-2022,Tech Solutions Ltd,IT & Technology,Kolkata,ERP Implementation,Rajesh Sharma,29,480792113.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,7,Passive,No,No
FB10872,2023-07-21,Q3-2023,AirExpress,Aviation,Kolkata,Application Development,Arjun Mehta,10,497681609.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,1,Detractor,Yes,Yes
FB10532,2022-11-23,Q4-2022,Metro Bank,Banking & Finance,Mumbai,Data Analytics Platform,Rahul Gupta,12,166781656.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,2,Detractor,No,Yes
FB10477,2022-01-11,Q1-2022,SteelCorp,Manufacturing,Chennai,ERP Implementation,Pooja Iyer,15,426030980.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,3,Detractor,No,Yes
FB10404,2022-01-19,Q1-2022,Alpha Bank,Banking & Finance,Delhi NCR,AI/ML Implementation,Rahul Gupta,3,315210030.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,3,Detractor,No,No
FB10172,2023-09-16,Q3-2023,Fortis Healthcare,Healthcare,Pune,ERP Implementation,Rahul Gupta,36,214511106.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,4,Detractor,Yes,Yes
FB10125,2022-09-14,Q3-2022,NationalAir,Aviation,Hyderabad,ERP Implementation,Amit Patel,14,59413542.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,0,Detractor,Yes,Yes
FB10394,2022-06-03,Q2-2022,OilCorp,Oil & Gas,Delhi NCR,IoT Solutions,Vikram Singh,36,383909822.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,0,Detractor,Yes,No
FB10420,2023-05-19,Q2-2023,NationalAir,Aviation,Kolkata,ERP Implementation,Priya Nair,23,124241449.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,0,Detractor,No,No
FB10552,2023-07-04,Q3-2023,Mahindra Group,Manufacturing,Hyderabad,Database Management,Neha Joshi,36,322489943.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,8,Passive,Yes,Yes
FB10903,2023-12-25,Q4-2023,OilCorp,Oil & Gas,Chennai,IoT Solutions,Arjun Mehta,8,261675837.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,6,Detractor,No,Yes
FB10090,2023-04-27,Q2-2023,ShopEasy,Retail & E-commerce,Mumbai,Network Infrastructure,Pooja Iyer,25,207132306.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,5,Detractor,Yes,No
FB10939,2023-10-30,Q4-2023,National Bank,Banking & Finance,Hyderabad,IT Managed Services,Neha Joshi,10,377986567.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,10,Promoter,No,Yes
